folder,file,isCopy,title,size,printer,version,lastBy,forms,bytes
WTR,WTR.MARINATED_BNLS RIB FINGER.1#,false,WTR.MARINATED_BNLS RIB FINGER.1#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,789443
WTR,WTR.MARINATED_BNLS RIB FINGER.20#,false,WTR.MARINATED_BNLS RIB FINGER.20#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,532627
WTR,WTR.MARINATED_BNLS SR.1#,false,WTR.MARINATED_BNLS SR.1#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,530770
WTR,WTR.MARINATED_BNLS SR.20# OUTER,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,540699
WTR,WTR.MARINATED_SR.3#,false,WTR.MARINATED_SR.3.10_OUTER,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,556059
WTR,WTR.MARINATED_SR.3.10_OUTER,false,WTR.MARINATED_SR.3.10_OUTER,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,551891
WTR,WTR.SPICY GOCHUJANG PK. 2# OUTER,false,Document1,"6"" x 4""",Konica 2nd Floor,2022 R5,Hanah Yu,1,193664
WTR,WTR.SPICY PORK 1#,false,WTR.SPICY PORK 1#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,554251
WTR,WTR.SPICY PORK 30#,false,WTR.MARINATED CLOD.1#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,530221
WTR,WTR.SS HC PK CT 2# OUTER,false,WTR.SS HC PK CT 2# OUTER,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,222104
(root),X01A_BF TONGUE SKDJMB.RYL,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,65706
