folder,file,isCopy,title,size,printer,version,lastBy,forms,bytes
ADAMS,2PTS BF_BNLS BEEF CLOD FIO-2 MM  _20#  JAINE - Copy,true,2PTS BF_BNLS BEEF CLOD FIO-2 MM  _20#  JAINE - Copy,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,93164
ADAMS,2PTS BF_BNLS BEEF CLOD FIO-2 MM  _20#  JAINE,false,2PTS BF_BNLS BEEF CLOD FIO-2 MM  _20#  JAINE,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,93484
ADAMS,2PTS BF_BNLS BEEF CLOD FIO-2.5MM_20# JAINE,false,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,94915
ADAMS,2PTS BF_BNLS BEEF CLOD FIO-4.5MM_20# JAINE,false,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,96985
ADAMS,2PTS BF_BNLS BEEF CLOD HEART 40#,false,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,118742
ADAMS,2PTS BF_FEMUR BONE_50#,false,BF_FEMUR BONE_50#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,82549
ADAMS,2PTS BF_WAGYU_BEEF BONE_50# - Copy,true,BF_WAGYU_BEEF BONE_50# - Copy,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,85024
ADAMS,2PTSBF_WAGYU_BEEF BONE_50# - Copy,true,BF_WAGYU_BEEF BONE_50# - Copy,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,85035
ADAMS,BF CROSS RIB ROLL CUT SLICE_SHABU -,false,RIB EYE SLICE CONTAINER_SHABU_no packs.CATCH_1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,1150004
ADAMS,BF SHORT PLATE ROLL CUT SLICE_SHABU -,false,RIB EYE SLICE CONTAINER_SHABU_no packs.CATCH_1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1143812
ADAMS,BF-CHUCK FLAP  VAC.PK,false,3 INCH CHUCK FLAP VAC -,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,88182
ADAMS,BF-CLOD HEART XT_CAB-CHOICE,false,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,103623
ADAMS,BF_ JUMULEOK,false,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,87998
ADAMS,BF_ANGUS _BRISKET POINT -TRAY PACK,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,81887
ADAMS,BF_ANGUS _BRISKET POINT,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,120677
ADAMS,BF_BACK RIB HALF CUT-50#,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,207667
ADAMS,BF_BACK RIB INDIVIDUAL CUT-50#,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,217116
ADAMS,BF_BACK RIBS INDIVIDUAL CUT_30#,false,BF_FEMUR BONE_50#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,86352
ADAMS,BF_BNLS BEEF FINGER MET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,132543
ADAMS,BF_BRISKET POINT SLICE_1.5MM _TRAY PACK,false,BF_RIB EYE SLICE _TRAY PACK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,111461
ADAMS,BF_CHUCK EYE STEAK,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,117028
ADAMS,BF_LEG BONE -COW_50# -,false,BF_LEG BONE -COW_50# -,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,83960
ADAMS,BF_LEG BONE_50# -,false,BF_FEMUR BONE_50#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,83437
ADAMS,BF_WAGYU BONE CUT - Copy,true,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,144339
ADAMS,GoMeatBF_CHUCK ROLL 8 PIECE,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,134239
ADAMS,MODU-BNLS BEEF BRISKET END,false,MODU-BNLS BEEF BRISKET END,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,82810
ADAMS,PK BUTT  SLICE 3MM_20#,false,PK BUTT  SLICE 3MM_30#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,297431
ADAMS,PK _FEMUR BONE_50#,false,PK _FEMUR BONE_50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,135994
ADAMS,PK_ BELLY BELLY HONEY COMB,false,PK_ BELLY BELLY HONEY COMB,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,977414
ADAMS,PK_ BELLY BELLY TRAY PACK_ 7MM,false,PK_ BELLY BELLY TRAY PACK 6MM,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,980780
ADAMS,PORK BELLY SHABU SHABU.SAFE,false,PORK BELLY SHABU SHABU.SAFE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,121767
ADAMS,WABA_BF-CLOD ROLL_PRIME,false,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,79412
ADAMS,WABA_BF-CLOD XT- SLICE-3.3MM_50# - Copy,true,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,108679
ADAMS,WABA_BF-CLOD XT_CHOICE- SLICE-3.2MM_50# - Copy,true,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,110815
ADAMS,WABA_BF-CLOD XT_PRIME- SLICE-2.7MM_50#,false,BF-CROSS RIB SLICE _ 2.7MM_ 50#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,111582
ADAMS/WHOLESALE,MARINATED BEEF CLOD_30# _MGD SPEC,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,70474
(root),ANGUS TOP_BRISET#1,false,Document1,"6"" x 4""",Zebra ZD421 (203 dpi) - ZPL,2022 R7,noblesse,1,221765
BeeBee,2PTS BF_BNLS BEEF CHUCK ROLL SLICE-2.5MM_20# - Copy,true,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,370801
BeeBee,2PTS BF_BNLS BEEF CHUCK ROLL-5MM_20# - Copy,true,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,331615
BeeBee,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,false,2PTS BF_BNLS BEEF CLOD FIO-2MM_20#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,332067
BeeBee,BB_ANGUS BEEF TOP_BRISkET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,51504
BeeBee,BF TONGUE SKDJMB.RYL,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,58049
BeeBee,BF_2_ CUT _SR _AIS_0RG._NET,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,163337
BeeBee,BF_BACK RIB 3 PIECE CUT PRIME,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,230298
BeeBee,BF_BACK RIB HALF CUT-50#,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,199427
BeeBee,PK BELLY  SLICE 6MM_50#,false,PK BELLY  SLICE 3MM_30#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,78880
BeeBee,PK BUTT  SLICE 3MM_30#,false,PK BUTT  SLICE 3MM_30#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,83661
BeeBee,PORK NECK BONE_30#,false,PORK NECK BONE_30#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,73545
(root),BRISKET ROLL,false,BRISKET ROLL,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,156927
CHEF OLLEH SD,BEEF CHUCK ROLL AMEICAN WAGYU 2MM_20# - Copy,true,ANT_CLOD FIO SLICED,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,117030
CHEF OLLEH SD,BEEF CHUCK ROLL CUBE  SLICE WAGYU 2.5MM,false,ANT_CLOD FIO SLICED,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,192334
CHEF OLLEH SD,BEEF CROSS RIB WAGYU 2MM_20#,false,ANT_CLOD FIO SLICED,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,116398
CHEF OLLEH SD,CHAMPS-SD_3_8_SR _CHOICE_ETE_0RG._NET,false,3_8_SR _CHOICE_AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,157305
CHEF OLLEH SD,CHAMPS-SD_PRIME TOP_BRISKET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,117164
CHEF OLLEH SD,SD_1.5_SR_AIS_ORG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,136662
CHEF OLLEH SD,SD_3_8_SR _AIS_0RG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,155119
CHEF OLLEH SD,SD_ANGUS TOP_BRISKET,false,SD_ANGUS TOP_BRISKET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,122255
CHEF OLLEH SD,SD_PK BELLY CROSS CUT,false,SD_PK BELLY CROSS CUT,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,984560
CHEF OLLEH SD,SHB_BF_SHORT_PLATE_BLOCK_CROSS CUT,false,SHB_BF_SHT_PLATE_ROLL BLOCK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,245202
CUTTING,1.5_SR-CENTER CUT-XT _AIS NET-20# - Copy,true,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,80415
CUTTING,3 SR _AIS_0RG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,170935
CUTTING,3_8_SR _CHOICE_AIS_0RG._NET,false,3_8_SR _CHOICE_AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,173747
CUTTING,7_16_SR _AIS_CENTER CUT._NET -,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,182413
CUTTING,7_16_SR-CENTER CUT-XT _AIS NET-20#,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,80253
CUTTING,AF 3 SR _AIS_0RG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,125355
CUTTING,AF SR 7_16 _TRAY PACK,false,AF SR 7_16 _TRAY PACK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,511483
CUTTING,AF SR _END_ PIECE,false,AF SR _END_ PIECE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,167765
CUTTING,AF-CH- SR _12MM_AIS-ETE,false,AF SR _END_ PIECE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,170759
CUTTING,ANT_OXTAIL_CUT,false,Document1,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,352345
CUTTING,ANT_WAGYU FEMUR_BONES_CUT,false,Document1,"4"" x 6""",ZDesigner ZT421-300dpi ZPL,2022 R7,DELL,1,31668
CUTTING/CHEF OLLEH SD,BEEF CHUCK ROLL CUBE  SLICE WAGYU 2.5MM,false,ANT_CLOD FIO SLICED,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,192334
CUTTING/CHEF OLLEH SD,BEEF CROSS RIB WAGYU 2.5MM_30#,false,ANT_CLOD FIO SLICED,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,206123
CUTTING/CHEF OLLEH SD,CHAMPS-SD_3_8_SR _CHOICE_ETE_0RG._NET,false,3_8_SR _CHOICE_AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,173542
CUTTING/CHEF OLLEH SD,SD_1.5_SR_AIS_ORG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,136662
CUTTING/CHEF OLLEH SD,SD_3_8_SR _AIS_0RG._NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,154083
CUTTING/CHEF OLLEH SD,SD_ANGUS TOP_BRISKET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,117854
CUTTING/CHEF OLLEH SD,SD_PK BELLY CROSS CUT,false,SD_PK BELLY CROSS CUT,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,979721
CUTTING/CHEF OLLEH SD,SHB_BF_SHORT_PLATE_BLOCK_CROSS CUT,false,SHB_BF_SHT_PLATE_ROLL BLOCK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,242065
CUTTING,DTLA_3.8_SR _AIS- ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,78601
CUTTING,DTLA_7_16_SR _ETE- ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,78467
CUTTING,JAINE- 1.2_SR _CHOICE_CENTER CUT-30#,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,195963
CUTTING,KOGI-MORE_1.5_SR_ANGUS-CHOICE _AIS._ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,176888
CUTTING,KOGI-MORE_3.8_SR_ANGUS-CHOICE _AIS._ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,174710
CUTTING,MGD-NRG-VERTICAL 1_ C UT__SR _ETE-AIS_0RG,false,MOANA_3_8_SR _ETE_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,205010
CUTTING,MOANA_3_8_SR _ETE_0RG._NET,false,MOANA_3_8_SR _ETE_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,164542
CUTTING,MOANA_SKIN ON_PORK BELLY.1_2_NET,false,SKIN ON_PORK BELLY.1_2_NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,160173
CUTTING,MYUNG_S 1.2_15MM SR _NR_AIS_0RG._NET,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,193545
CUTTING,MYUNG_S_3.4_SR _AIS-ETE- ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,79160
CUTTING,ON-TRADING 1.2_SR _CHOICE_AIS_0RG._NET,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,174401
CUTTING,ON-TRADING 1.5_SR _CHOICE_AIS_0RG._NET,false,ON-TRADING 1.5_SR _CHOICE_AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,161117
CUTTING,ON-TRADING_7.16_SR _CHOICE_AIS_0RG._NET,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,174188
CUTTING,ON-TRADING_9.16_SR _CHOICE_AIS_0RG._NET,false,3_8_SR _AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,174363
CUTTING,OOK-OOK_3_8_SR _AIS_0RG._NET,false,3_8_SR _CHOICE_AIS_0RG._NET,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,173737
CUTTING,Q BBQ_WAGYU-BF_SHT_PLATE_1_2 NET,false,SHB_BF_SHT_PLATE_ROLL BLOCK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,279981
CUTTING,SR-ANGUS-CHOICE-3_ CUT -ETE-NET - Copy,true,AF SR _END_ PIECE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,188247
CUTTING,TOKYO HAUS_7_16_SR _ETE- ORG-NET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,78751
EHWA,ANGUS TOP_BRISKET#1,false,ANGUS TOP_BRISKET#1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,69769
EHWA,ANGUS _BRISKET POINT,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,62682
EHWA,BF_BRISKET ROLL-ANGUS,false,BRISKET ROLL,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,64418
EHWA,BF_CHUCK  SLICE_2.5MM_40# - Copy,true,BF_CHUCK  SLICE_2.5MM_40# - Copy,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,70889
EHWA,BF_CHUCK ROLL SLICE_2.7MM_40#,false,BF_CHUCK ROLL SLICE_2.7MM_40#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,74434
EHWA,BF_FEMUR BONE_50#,false,BF_FEMUR BONE_50#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,50830
EHWA,BF_RIB EYE SLICE 2.7MM_ 40#,false,BF_RIB EYE SLICE 2.7MM_ 40#,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,83154
EHWA/EHWA_TRAY PACK,BF_BRISKET POINT SLICE _1.5MM_TRAY PACK,false,BF_RIB EYE SLICE _TRAY PACK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,61305
EHWA/EHWA_TRAY PACK,BF_RIB EYE SLICE _3MM_TRAY PACK,false,BF_RIB EYE SLICE _3MM_TRAY PACK,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,55747
EHWA/EHWA_TRAY PACK,PK BELLY SLICE TRAY PK 2.5MM 30#,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,965164
EHWA/EHWA_TRAY PACK,PK BUTT_ SLICE -3MM_TRAY PACK20# - Copy,true,PK COLLAR SLICE -3MM_40#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,963129
EHWA/EHWA_TRAY PACK,PK COLLAR CT_ SLICE -3MM_TRAY PACK20#,false,PK COLLAR CT_ SLICE -3MM_TRAY PACK20#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,962663
EHWA,PK BELLY SLICE 7MM_BULK_ORG.WT#,false,PK BELLY SLICE 7MM_BULK_ORG.WT#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,959013
EHWA,PK COLLAR SLICE -3MM_40#,false,PK COLLAR SLICE -3MM_40#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,959865
EHWA,PRIME- TOP_BRISKET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,74636
EHWA/RETAIL PACKS,BEEF FEET CUT-SAMURAI CUT,false,CHIX GIZZARD,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,332935
EHWA/RETAIL PACKS,BF BOOK TRIPES - Copy,true,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,47470
EHWA/RETAIL PACKS,CHIX FEET,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,327101
EHWA/RETAIL PACKS,CHIX GIZZARD,false,CHIX GIZZARD,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,326591
EHWA/RETAIL PACKS,HC TRIPES,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,48218
EHWA/RETAIL PACKS,LEG TENDON,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,51920
EHWA/RETAIL PACKS,LG  INTESTINES,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,47870
EHWA/RETAIL PACKS,PK FEET TRAY PKS,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,72473
EHWA/RETAIL PACKS,PK HOCK TRAY PKS,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,57297
EHWA/RETAIL PACKS,SMALL INTESTINES,false,SMALL INTESTINES,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,45142
EHWA/SAUCE MARINADE,30gal_ZION.BLK SAUCE,false,30gal_ZION.BLK SAUCE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,113059
EHWA/SAUCE MARINADE,5 GAL RED SAUCE sempio,false,5 GAL RED SAUCE SEMPIO,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,113425
EHWA/SAUCE MARINADE,5 GAL RED SAUCE USDA,false,5 GAL RED SAUCE SEMPIO,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,100501
EHWA/SAUCE MARINADE,5gal_ZION.BLK SAUCE,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,109740
EHWA/SAUCE MARINADE,TEXAS 5gal_BLK SAUCE,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,141206
EHWA/SHABU-CONTAINER,BRISKET POINT SLICE CONTAINER_SHABU_CATCH.no packs.SAFE_1,false,BRISKET POINT SLICE CONTAINER_SHABU_CATCH.no packs.SAFE_1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1163693
EHWA/SHABU-CONTAINER,LAMB ROLL SLICE CONTAINER_SHABU_CATCH_no packs.SAFE,false,LAMB ROLL SLICE CONTAINER_SHABU_CATCH_no packs.SAFE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1238863
EHWA/SHABU-CONTAINER,PK BELLY THIN SLICE CONTAINER_SHABU_CATCH_no packs.SAFE - Copy,true,PK BELLY THIN SLICE CONTAINER_SHABU_CATCH_no packs.SAFE - Copy,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,61965
EHWA/SHABU-CONTAINER,PK BUTT THIN SLICE CONTAINER_SHABU_CATCH_no packs.SAFE - Copy,true,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,63018
EHWA/SHABU-CONTAINER,PK COLLAR BUTT THIN SLICE CONTAINER_SHABU_CATCH_no packs.SAFE,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,70783
EHWA/SHABU-CONTAINER,RIB EYE SLICE CONTAINER_SHABU_no packs.CATCH_1,false,RIB EYE SLICE CONTAINER_SHABU_no packs.CATCH_1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1135457
EHWA/SHABU-CONTAINER,SHORT PLATE SLICE CONTAINER_SHABU_no packs.CATCH_1 -,false,RIB EYE SLICE CONTAINER_SHABU_no packs.CATCH_1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1080458
EHWA/SHABU-CONTAINER,TOP BLADE SLICE CONTAINER_SHABU_CATCH_no packs.SAFE_1,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,1133439
HACOR,1 INCH  PK BAYBY BACK RIB,false,1.5 INCH CHUCK FLAP VAC,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,608996
HACOR,1.5 INCH CHUCK FLAP VAC,false,1.5 INCH CHUCK FLAP VAC,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,92882
HACOR,3 INCH CHUCK FLAP VAC -,false,3 INCH CHUCK FLAP VAC -,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,96719
HACOR,5_8 B-IN SHORT RIB 2 BONE CC,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,2,95002
HACOR,BF-CHUCK FLAP SLICE 10MM VAC,false,3 INCH CHUCK FLAP VAC -,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,112694
HANA,AF SR _END_ PIECE,false,AF SR _END_ PIECE,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,145666
HANA,ANT_HANA_WAGYU FEMUR_BONES_CUT,false,Document1,"4"" x 6""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,1,59972
HANA,BF TONGUE TIP,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R7,DELL,1,458265
HANA,LARGE INTESTINE_INVETED,false,Document1,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,66129
HANA,S23 SR 3.8 INCH BULK 20-25#,false,S23 SR 3.8 INCH BULK 20-25#,"6"" x 4""",ZDesigner ZD421-203dpi ZPL,2022 R8,MeatPAPA,2,58864
